,Name,Rating,Style,Blend,Vintage,Appellation,ABV,Price,Reviewed By,Reviewed,Perfect For,Drink If You Like,Review,image,link,Variety,Review Updated
359,Patrimony Estate Cabernet Sauvignon 2018,90,Red,,2018,Paso RoblesSan Luis Obispo County Central Coast California USA,15.0%,$275.00,Keith Beavers,,"Dinner With The Parents,Steak Dinner,Winning Over the Boss","Cabernet Franc, Cabernet Sauvignon , Merlot","When Daniel and Georges Daou moved to the United States from Paris, they did not land in Napa. They came to the wind gaps of Paso Robles. Just like blacksmith John Howell claimed Howell Mountain in the Vaca range bordering Napa Valley, so too did the Daou brothers claim Daou Mountain in Paso. The rest is history. Daou has many wines in their line up, but Patrimony is a separate project and it is producing some amazing stuff. This cab is big and soft with plush fruit that is dominated by tannin. The drying effect is pretty intense with this wine. It could see another year or so in the bottle or decanted and sipped with a steak.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-patrimony.jpg,https://vinepair.com/review/patrimony-estate-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
360,Domaine Sigalas VinSanto NV,93,White Dessert Wine,Assyrtiko,NV,SantoriniAegean Islands Greece,9%,$109.00,Keith Beavers,2022-02-08,"Drinking Outside the Lines,Sweet Tooth Cravings,Wine And Cheese Night","Assyrtiko, Moschofilero , Muscat / Moscato","This wine style is almost as ancient as the island it was made on. Vin Santo is a ubiquitous term for dessert wine that was once used for medicinal and religious purposes. Today, when done well, it can be a wonderful end to a meal with some biscotti or cheese. It even looks ancient with it’s deep amber hue. With your nose in the glass, caramel and molasses flirt with slight floral hints. As the wine opens, it darkens in the best way, smelling of quality maple syrup. This expression is made from the native Assyrtiko grape along with a less well known indigenous variety Aidani. Both of which make crispy, dry white wines. So it’s a real treat when these lighter grapes can show just how deep they can go.",https://vinepair.com/wp-content/uploads/2022/02/buy-this-booze-sweet-wine_card_vinsanto.jpg,https://vinepair.com/review/domaine-sigalas-vinsanto/,,
361,Decibel Wines 'Giunta' Malbec Nouveau 2020,90,Red,,2020,Hawke's BayNew Zealand,12.5%,$15.00,Keith Beavers,2021-01-21,"Chilled Red Cravings,Pleasing A Crowd,Wine And Cheese Night","Malbec, Merlot , Syrah / Shiraz","Big bursts of spicy fruit. It smells like cooking herbs and blackberries. The palate is juicy and fat, with great acidity brightening everything up. This is an excellent wine to chill down and sip with a cheese plate, some good friends, and a sunset.",https://vinepair.com/wp-content/uploads/2021/01/VS-w29Ac.jpg,https://vinepair.com/review/decibel-wines-giunta-malbec-nouveau/,Malbec,
362,Stark-Condé Stellenbosch Cabernet Sauvignon 2019,90,Red,,2019,StellenboschCoastal Region Western Cape South Africa,13.5%,$30.00,Keith Beavers,,"Backyard BBQs,Drinking Outside the Lines,Steak Dinner","Cabernet Franc, Cabernet Sauvignon , Merlot","In the Jonkershoek Valley, Stark-Condé owns 600 acres; 85 of which are under vine. And although they offer a range of wines, it’s the Cabernet Sauvignon that brought Jose Conde and his wife Midori Maruyama back to South Arica after the end of Apartheid. This was in the 1980s and the two of them wanted their family to be a part of positive change. Their passion is in this bottle of Cab. It is lean and meaty with wafting notes of blackberries and pepper with a mineral edge and a hint of vanilla. The palate is soft and balanced with the natural acidity holding up the tight core of fruit. A wonderfully balanced wine.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-stark-conde.jpg,https://vinepair.com/review/stark-conde-stellenbosch-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
363,Charles Heidsieck Brut Reserve Rosé NV,92,Sparkling Rosé,"Pinot Noir, Chardonnay, Pinot Meunier",NV,ChampagneFrance,12%,$75.00,Keith Beavers,,"Holiday Meals,Special Occasion Splurges,Wine And Cheese Night","Chardonnay, Chenin Blanc , Pinot Noir","This is rich, balanced bubbly. It has persistent bubbles and a nice depth of fruit that smells like strawberries and cream. It’s absolutely a worthy addition to your next celebration. This bottle, with some legit artisanal cheese selection, would be #amaze.",https://vinepair.com/wp-content/uploads/2020/12/charleshiedsieckbrutrose_card.jpg,https://vinepair.com/review/charles-heidsieck-brut-reserve-rose/,,2020-12-11
364,Revelation by Goose Ridge 2021,90,Rosé,"Syrah / Shiraz, Chardonnay, Grenache, Mourvèdre, Pinot Gris / Grigio",2021,WashingtonUSA,13.8%,$18.00,Keith Beavers,2022-05-17,"Pleasing A Crowd,Rosé All Day,Sipping Without Food","Albariño, Chardonnay , Pinot Gris / Grigio","The women-led team of winemakers behind Goose Ridge boast that “A female force has impacted this wine at every step…” from the vineyard, to designing the label, to getting the wine onto the shelf. The website for this bottle is very empowering and all of this energy comes though in this bottle. The nose is ripe with strawberries and a faint hint of some watermelon. On the nose, the fruit pops and on the palate it dances around good bracing acidity. Great rosé.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-top-roses-2022-card-revelation.jpg,https://vinepair.com/review/revelation-by-goose-ridge/,,
365,Bravium Anderson Valley Chardonnay 2019,89,Red,,2019,Anderson ValleyMendocino County North Coast California USA,13.4%,$30.00,Keith Beavers,2022-05-13,"Dinner Parties,Host/Hostess Gifting,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","Bravium boasts four words on its homepage: Sun, soil, wind, and fog. They make wine in the unique northern AVA of Mendocino, specifically Anderson Valley. And this wine is a good example of the kind of balance wines here can attain. The wine is drying on the nose with some pear fruit but mostly that clean river rock-like minerality. The drying sensation carries to the mouthfeel along with a welcome alcoholic depth. There is oak here but it’s almost imperceptible giving the wine its needed depth",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-bravium.jpg,https://vinepair.com/review/bravium-anderson-valley-chardonnay/,Chardonnay,
366,Sanford Winery Pinot Noir 2019,93,Red,,2019,Sta. Rita HillsSanta Barbara County Central Coast California USA,13.5%,$45.00,Keith Beavers,2022-03-02,,,"In this AVA the hills run east and west. With its proximity to the ocean, vineyards here enjoy good fog and a Pacific breeze running through the craggy valleys. It's a great place for Pinot Noir. Sanford curates eight selections from two of their historic vineyards to express this region's sense of place and it shows in spades. Punchy bright cherry fruit with a heady dose of cola and umami welcomes the nose. It's sunny here as well so you get a nice depth of fruit balanced by active natural acidity. It's a great wine.",https://vinepair.com/wp-content/uploads/2022/02/btbpinotnoir_card_sanford.jpg,https://vinepair.com/review/sanford-winery-pinot-noir/,Pinot Noir,
367,Chateau d'Armailhac 2017,91,Red,"Cabernet Sauvignon, Cabernet Franc, Merlot",2017,PauillacMédoc Bordeaux France,13.5%,$65.00,Keith Beavers,2021-11-22,"Cold Weather Hibernation,Date Night,Holiday Meals","Cabernet Franc, Cabernet Sauvignon , Merlot","It's dark, dense and a little pruney. This wine has so much to give, but it needs a little more time. The tannins are dusty, and the nose is all fruit and spiced meat. It will open over time in a decanter but will really shine in five to 10 years.",https://vinepair.com/wp-content/uploads/2021/11/btbbordeaux_card_chateaudarmailhac.jpg,https://vinepair.com/review/chateau-darmailhac/,,
368,Fox Run Vineyards Cabernet Franc 2018,"92
2021 Top 50",Red,,2018,Finger LakesNew York USA,12.3%,$22.00,Keith Beavers,,"Cooking And Sipping,Dinner Parties,Treat Yo'self","Cabernet Franc, Mencia , Merlot","New York knows Cab Franc, and this wine is a shining example of that. It smells like (and this is a good thing) a bell pepper and olive pizza. There’s such soulful acidity, that it’s just enough to lift the depth on the palate. Buy a case: It's worth it. Burgers, pizza (obvs), or a steak with roasted veggies — this wine will pair with all of it.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_foxrun_cabernetfranc.jpg,https://vinepair.com/review/fox-run-vineyards-cabernet-franc/,Cabernet Franc,2021-11-17
369,Rodney Strong Alexander Valley Cabernet Sauvignon 2018,92,Red,,2018,Alexander ValleySonoma County North Coast California USA,14.5%,$55.00,Keith Beavers,,"Holiday Meals,Impressing On A Budget,Weekday Dinner Pairings","Cabernet Franc, Cabernet Sauvignon , Merlot","Alexander Valley, just north of Healdsburg in Sonoma County, is known for its Cabernet Sauvignon and Merlot. And we can thank, among a few others, former professional dancer turned winemaker Rodney Strong. He was the first to plant here. In 1974, he released his first Cabernet Sauvignon from here ten years before it became an AVA. This Cab is a testament to his legacy, which is still going strong. It is full-bodied with wonderful structure and crazy balance. It’s just so Cab! Deep blackberry fruit is contrasted by flittering pepper notes. The palate is big and firm with a nice grip. And it’s so affordable!",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-rodney-strong.jpg,https://vinepair.com/review/rodney-strong-alexander-valley-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
370,Weingut Hirsch Kammern Grüner Veltliner 2019,90,White,,2019,KamptalNiederösterreich Austria,12.5%,$30.00,Katie Brown,2021-11-10,"All-Day Sipping,Holiday Meals,Weekday Dinner Pairings","Grüner Veltliner, Melon de Bourgogne , Pinot Gris / Grigio","This is a balanced Grüner Veltliner, with a sweetness that is balanced by aromas of lemon pith and the scents of river rocks after a rainstorm. It can brighten up any meal — from grilled fish to roasted poultry.",https://vinepair.com/wp-content/uploads/2021/02/winereview_card_weinguthirsch_lamm_grunerveltliner.jpg,https://vinepair.com/review/weingut-hirsch-kammern-gruner-veltliner/,Grüner Veltliner,
371,Cantine Colosi Nero d'Avola Terre Siciliane IGT 2019,88,Red,,2019,SiciliaSicily Italy,13.5%,$14.00,Keith Beavers,2021-02-23,"Cooking And Sipping,Popping Bottles,Relaxing After Work","Merlot, Pinot Noir , Sangiovese",Jammy with cherry fruits wafting up the nose. Medium weight on the palate with moderate acidity. This wine chilled with some carpaccio? Buono!,https://vinepair.com/wp-content/uploads/2021/02/colosi_review_card.jpg,https://vinepair.com/review/cantine-colosi-nero-davola-terre-siciliane-igt/,Nero d'Avola,
372,Treleaven Semi-Dry Cayuga Lake Riesling 2019,91,White,,2019,Finger LakesNew York USA,10.9%,$17.00,Keith Beavers,,"Drinking Outside the Lines,Spicy Pairings,Weekday Dinner Pairings","Grüner Veltliner, Muscat / Moscato , Riesling","This wine is great. It’s soft, slightly sweet, and a little frothy. The acidity is vibrant, and keeps the wine refreshing. It’s very mineral-driven and would be delicious with a bucket of fried chicken or some spicy pad Thai to calm the heat.",https://vinepair.com/wp-content/uploads/2020/11/keithwinereview_americanfood_card_treleaven.jpg,https://vinepair.com/review/treleaven-semi-dry-cayuga-lake-riesling/,Riesling,2020-11-19
373,Adami Valdobbiadene Prosecco Superiore DOCG Vigneto Giardino Asciutto Rive di Colbertaldo Dry 2020 NV,90,Sparkling White,,NV,Conegliano Valdobbiadene ProseccoVeneto Italy,12%,$18.00,Keith Beavers,2022-02-15,"Brunch Sipping,Date Night,Popping Bottles","Glera, Pinot Blanc , Pinot Gris / Grigio","This bubbly comes from the Rive (certified small area of sloping hills) Colbertaldo in the hills of Valdobbiadene. The wine has the focus of the spot of land the grapes are harvested from. It has a nice attractive nose giving off citrusy feels. The acidity is vibrant and fruity, lifted to the brain by good, tight bubbles. This Prosecco has some depth.",https://vinepair.com/wp-content/uploads/2022/02/btb-prosecco_card_vignetogiardino.jpg,https://vinepair.com/review/adriano-adami-dry-vigneto-giardino-rive-di-colbertaldo-2/,Glera,
374,Santo Wines Assyrtiko 2020,93,White,,2020,SantoriniAegean Islands Greece,13.5%,$24.00,Katie Brown,2021-11-10,"Date Night,Holiday Meals,Winter White Wine Drinking","Albariño, Assyrtiko , Pinot Gris / Grigio",This wine is an ultra versatile wine that can be paired with everything from butternut squash soup to autumn salads. It is full of the refreshing flavors of cucumber and tart dried fruit and has a nice minerality. It’s everything we seek in a Greek Assyrtiko.,https://vinepair.com/wp-content/uploads/2021/11/btbthanksgivingwine_card_santorini.jpg,https://vinepair.com/review/santo-wines-assyrtiko/,Assyrtiko,
375,Inman Family Whole Buncha Love 2020,"90
2021 Top 50",Red,,2020,Russian River ValleySonoma County North Coast California USA,14.2%,$45.00,Keith Beavers,,"Drinking Outside the Lines,Party Wine,Wine And Cheese Night","Grenache, Pinot Noir , Zinfandel","Smelling like Muenster cheese with smoked cherries, this wine has a nice, fleshy depth that hints at some cinnamon on the palate. It's a funky wine but would be fun for a wine and cheese night.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-26.jpg,https://vinepair.com/review/inman-family-whole-buncha-love/,Pinot Noir,2021-11-17
376,Leeuwin Estate Prelude Vineyards Cabernet Sauvignon 2018,93,Red,,2018,Margaret RiverWestern Australia Australia,13.5%,$32.00,Keith Beavers,,"Cooking And Sipping,Dinner Parties,Drinking Outside the Lines","Cabernet Franc, Cabernet Sauvignon , Merlot","Having the distinction of being one of the founding families of the Margaret River wine region, the Leeuwin family definitely produces wine that presents generations of work (and some help from Robert Mondavi). Their first vintage was in 1979 and to this day they are producing regional defining wines. This Cabernet is an exceptional wine that shows the leaner side of the variety without diminishing its power. The nose is actually somewhat floral and mineral-driven with pops of berries (all of them). The palate has soft tannins and great natural acidity. There is a brightness to this wine that is not common for this grape. It is a welcome and wonderfully balanced addition to the world of Cabernet Sauvignon.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-leeuwin.jpg,https://vinepair.com/review/leeuwin-estate-prelude-vineyards-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
377,EnRoute Brumaire Russian River Valley Chardonnay 2018,"94
2020 Top 50",White,,2018,Russian River ValleySonoma County North Coast California USA,14.5%,$42.00,Keith Beavers,,"Cooking And Sipping,Dinner Parties,Treat Yo'self","Chardonnay, Chenin Blanc , Friulano","This is what I would call the future of American Chardonnay. It has depth, with an excellent perception of minerality, and just the right amount of oak, but not too much. It grips your palate with ripe fruit, begging for food. I’m talking goat cheese and arugula salad with some walnuts (so Cali), and even some lean protein, like grilled chicken. It’s a bit pricy, but def worth the splurge. Damn, I’m hungry.",https://vinepair.com/wp-content/uploads/2020/11/top50wine_card_enroutechardonnay.jpg,https://vinepair.com/review/enroute-brumaire-russian-river-valley-chardonnay/,Chardonnay,2020-11-23
378,Rodney Strong Chalk Hill Chardonnay 2019,88,White,,2019,Sonoma CountyNorth Coast California USA,14.00%,$17.00,Keith Beavers,2022-05-13,"All-Day Sipping,Day Trips,Impressing On A Budget","Albariño, Chardonnay , Chenin Blanc","Rodney Strong was the first to take advantage of Chalk Hill back in the day and this little gem shows how you too can enjoy wines from this small plot of land in Sonoma and not break the bank. There is a lot of richness and oak here with a dense nose. But the balance is apparent with good acidity showcasing the wood influence instead of using it to bog the wine down. This is a great, balanced, everyday wine to explore a revered wine region.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-rodney-strong.jpg,https://vinepair.com/review/rodney-strong-chalk-hill-chardonnay/,Chardonnay,
379,Cullen Dancing in the Sun 2018,88,White,"Sauvignon Blanc, Sémillon",2018,Margaret RiverWestern Australia Australia,13.5%,$20.00,Keith Beavers,,"Asian Food,Drinking Outside the Lines,Indian Food","Chenin Blanc, Sauvignon Blanc , Sémillon","The nose is subtle and mineral-driven. The acidity is calm and almost seamless, keeping the wine refreshing. The palate has a slight weight. You get an almost earthy vibe from this white wine, making it a great pairing for a cheese plate.",https://vinepair.com/wp-content/uploads/2021/08/btbsauvignonblanc_ccullendancinginthesun2018_card.jpg,https://vinepair.com/review/cullen-dancing-in-the-sun/,,2021-08-10
380,Attems Pinot Grigio 2020,92,White,,2020,Colli Orientali del FriuliFriuli-Venezia Giulia Italy,12.5%,$16.00,Keith Beavers,2022-07-26,"All-Day Sipping,End of Day Sipping,Pleasing A Crowd","Pinot Gris / Grigio, Sauvignon Blanc , Trebbiano (Ugni Blanc)","Attems is a reference to a dynastic rule in the 12th century in Friuli Venezia Giulia. The winery is credited with founding the Collio Wine Consortium (Consorzio dei Vini del Collio) in 1964 by Count Douglas Attems. Today, Frescobaldi has taken the reigns and is carrying on the long tradition of winemaking. This is a defining Friulian Pinot Grigio. It is the epitome of balance and body that can be coaxed out of this shy variety. The nose is inviting, with good fruit and a whiff of river rock minerality. The palate is full and round, hitting every corner of the palate with bracing acidity and depth. There are a lot of wines from this grape out there. This one will set the standard on your palate.",https://vinepair.com/wp-content/uploads/2022/07/btb-best-pinot-grigio-card-attems-pinot-grigio.jpg,https://vinepair.com/review/attems-pinot-grigio/,Pinot Gris / Grigio,
381,Balletto Teresa's Unoaked Chardonnay 2020,89,White,,2020,Russian River ValleySonoma County North Coast California USA,13.6%,$20.00,Keith Beavers,,"Dinner Parties,End of Day Sipping,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","Rich and round with good, active, natural acidity. This wine smells a little spicy, with some juicy pear and bistro butter vibes. This is a great crowd-pleasing wine that will fit nicely into any wine club or wine and cheese event.",https://vinepair.com/wp-content/uploads/2021/08/ballettoteresas2020_reviewcard.jpg,https://vinepair.com/review/balletto-chardonnay-3/,Chardonnay,2021-09-16
382,Delamotte Blanc de Blancs Vintage Brut 2012,94,White,,2012,ChampagneFrance,12%,$102.00,Keith Beavers,,"Holiday Meals,Special Occasion Splurges,Treat Yo'self","Chardonnay, Chenin Blanc , Pinot Noir","This is worth the price tag. Under the elegant yet persistent bubbles is a creamy, soft palate. It smells lemony and mineral-driven, with a nice, grippy mouthfeel. No yeast-y, brioche-y sweetness — just good, developed fruit. Such a pleasant wine.",https://vinepair.com/wp-content/uploads/2020/10/delamotte_review_card_2.jpg,https://vinepair.com/review/delamotte-blanc-de-blancs-vintage-brut/,Chardonnay,2020-10-29
383,Feudo Montoni Passito Rosso NV,90,Red Dessert Wine,"Nero d'Avola, Perricone",NV,SicilyItaly,14%,$48.00,Keith Beavers,2022-02-08,"Drinking Outside the Lines,Sounding Like A Wine Pro,Wine And Cheese Night","Barbera, Dolcetto , Nero d'Avola","In antiquity, Sicily was known for its sweet wines. The island was celebrated throughout Ancient Rome and beyond because of its wines' ability to travel long distances and keep quality intact. Even though those days are long gone, with dry red wine the focus of these modern times, the Sicilian culture will always stay tethered to its past. This dessert wine has those back, back, back in the day vibes. It is made from the native Nero D’ Avola grape as well as the small Perricone variety. The result is a sweet wine with dollops of mocha and dark chocolate on the nose, with a slight, welcome balsamic note along with blackberry coulis. The fruit is intense and concentrated but broken up well by natural acidity. It is balanced and upfront. Make no mistake, this wine needs food. Grab some pistachio and orange-based pastries along with some Italian cheese and you're in business.",https://vinepair.com/wp-content/uploads/2022/02/buy-this-booze-sweet-wine_card_feudo.jpg,https://vinepair.com/review/feudo-montoni-passito-rosso/,,
384,Alesia Rhys Vineyards Anderson Valley Chardonnay 2016,92,White,,2016,Anderson ValleyMendocino County North Coast California USA,12.5%,$49.00,Keith Beavers,,"Dinner Parties,End of Day Sipping,Treat Yo'self","Chardonnay, Grüner Veltliner , Petit Manseng","This wine is wonderful. It has depth, balance, and such a nice, subtle oak aroma. The medium acidity gives it a just-right weight on the palate. There is an elegant softness to this wine that makes it a joy to drink.",https://vinepair.com/wp-content/uploads/2021/09/btbchardonnay_alesia_card.jpg,https://vinepair.com/review/alesia-rhys-vineyards-anderson-valley-chardonnay/,Chardonnay,2021-09-08
385,Allegrini Amarone della Valpolicella Classico DOCG 2015,92,Red,"Corvina, Corvinone, Rondinella",2015,Amarone della ValpolicellaVeneto Italy,15.5%,$72.00,Keith Beavers,,"Steak Dinner,Wine And Cheese Night,Winning Over the Boss","Corvina, Malbec , Merlot","This wine smells like chocolate filled with cherry liquor and dusted with cracked black pepper. The palate is very balanced, with great acidity doing some heavy work lifting the concentrated depth. This is an excellent wine for a focused cheese and salumi plate, or with assorted desserts. But it can also hang with braised beef.",https://vinepair.com/wp-content/uploads/2021/01/winereview_card_allegriniamarone.jpg,https://vinepair.com/review/allegrini-amarone-della-valpolicella-classico-docg-2/,,2021-01-20
386,Kendall-Jackson Jackson Estate Hawkeye Mountain Cabernet Sauvignon 2018,90,Red,,2018,Sonoma CountyNorth Coast California USA,14.5%,$70.00,Keith Beavers,,"Dinner With The Parents,Holiday Meals,Steak Dinner","Cabernet Franc, Cabernet Sauvignon , Merlot","Kendall Jackson is a major part of the Sonoma wine culture. Since the early 80s, they have been a force in Chardonnay production. Not only did they win awards, but they also had bottles in the White House cellar during the Reagan era. Being such a presence in wine country, it’s only natural that they would expand beyond their signature wine and apply their skills beyond Chardonnay. This mountain-fruit Cab is a great example of that. This wine has a good fruit depth that will perk up your senses. The tannins are not intrusive but present while the active acidity gives the deep fruit core some verve. It’s a great holiday wine.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-cabernet-sauvignon-card-kendall-jackson.jpg,https://vinepair.com/review/kendall-jackson-jackson-estate-hawkeye-mountain-cabernet-sauvignon/,Cabernet Sauvignon,2022-06-09
387,Hirsch Vineyards Hirsch Estate Chardonnay 2020,96,White,,2020,Sonoma CoastSonoma County North Coast California USA,14.1%,$65.00,Keith Beavers,2022-05-13,"Special Occasion Splurges,Treat Yo'self,Wine And Cheese Night","Albariño, Chardonnay , Chenin Blanc","Within seconds of smelling this wine you will be enamored by it. It’s so wonderful and full with heady fruit and a refreshing perception of minerals or river rocks channeling through. It’s a wine that fills your senses and holds tight. Sipping the calm balance with mild natural acidity holding everything in place, you may marvel at the depth that has been achieved here. The wine hits on all levels. The balance is impeccable. It’s hard to put into words. You have to experience it yourself. A damn good wine and excellent American Chardonnay.",https://vinepair.com/wp-content/uploads/2022/05/buy-this-booze-chardonnay-card-hirsch.jpg,https://vinepair.com/review/hirsch-vineyards-hirsch-estate-chardonnay/,Chardonnay,
388,Gran Moraine Pinot Noir 2019,90,Red,,2019,Yamhill-Carlton DistrictWillamette Valley Oregon USA,13%,$50.00,Keith Beavers,2022-03-02,"Host/Hostess Gifting,Treat Yo'self,Wine And Cheese Night","Gamay, Merlot , Pinot Noir",We love Gran Moraine's Pinot Noir rosé and are just as enamored with their dry red Pinot. There is a lot going on on the nose here from classic cherries to savory notes of rhubarb and a whisper of anise. It is also nice and unctuous with a hint of a distant barnyard. The palate has nice natural acidity with a slight tannic frame. The mouthfeel is a little lean but there is so much here to make up for that.,https://vinepair.com/wp-content/uploads/2022/03/buy-this-booze-pinot-noir_card_granmoraine.jpg,https://vinepair.com/review/gran-moraine-pinot-noir-2/,Pinot Noir,
389,Oak Farm Vineyards Sauvignon Blanc 2019,89,White,,2019,LodiCentral Valley California USA,13%,$20.00,Keith Beavers,,"End of Day Sipping,Pleasing A Crowd,Relaxing After Work","Malvasia, Melon de Bourgogne , Sauvignon Blanc","Solid, lean, and fruity Sauvignon Blanc, with a waxy palate and calm acidity. It smells like a kiwi, grapefruit, and lemongrass smoothie. It’s a very pleasant wine, and would be a great end of day sipper.",https://vinepair.com/wp-content/uploads/2021/08/btbsauvignonblanc_oakfarmvineyardssauvignonblanc2019_card.jpg,https://vinepair.com/review/oak-farm-vineyards-sauvignon-blanc-2/,Sauvignon Blanc,2021-08-10
390,Clendenen Family Vineyards 'The Pip' Nebbiolo 2017,"92
2021 Top 50",Red,,2017,Santa Maria ValleySanta Barbara County Central Coast California USA,14%,$26.00,Keith Beavers,,"Drinking Outside the Lines,Sounding Like A Wine Pro,Wine And Cheese Night","Gamay, Nebbiolo , Pinot Noir","Nice and bright with a solid concentration of fruit, this is an awesome, vibrant wine for your next wine and cheese party.. The acidity is very active but doesn't take away from the chewy depth of the wine.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-7.jpg,https://vinepair.com/review/clendenen-family-vineyards-the-pip-nebbiolo/,Nebbiolo,2021-11-17
391,Imagery Estate Winery Cabernet Sauvignon 2018,88,Red,,2018,CaliforniaUSA,13.5%,$14.00,Keith Beavers,,"Impressing On A Budget,Pizza Night,Popping Bottles","Cabernet Sauvignon, Malbec , Merlot","Spicy, soft, and rich, this wine is a great, cheap bottle of Cab. It has soft tannins and a balanced smokey mocha vibe. It smells like soil and blackberries, and its low-ish alcohol makes a legit crowd pleaser. This is a great bottle to buy a case of to have on hand and bring out when the pizza arrives.",https://vinepair.com/wp-content/uploads/2020/11/imagery_card.jpg,https://vinepair.com/review/imagery-estate-winery-cabernet-sauvignon/,Cabernet Sauvignon,2020-11-19
392,Alfred Gratien Classic Rosé NV,91,Sparkling Rosé,"Chardonnay, Pinot Meunier, Pinot Noir",NV,ChampagneFrance,12.5%,$70.00,Keith Beavers,2022-06-02,"Treat Yo'self,Wine And Cheese Night,Winning Over the Boss","Chardonnay, Chenin Blanc , Pinot Noir","Alfred Gratien is a Champagne house that has been at it since the mid-nineteenth century. Among its almost dozen cuvees, this is the only rosé — and it really does stand out. Immediately on the nose, you notice something slightly different in an almost sherry-like aroma with the addition of some very ripe strawberry and pastry dough notes just coming to room temp. All of this transfers to the palate with an added note of tartness, along with the active bubbles. A very cheese plate-friendly wine.",https://vinepair.com/wp-content/uploads/2022/06/buy-this-booze-sparkling-rose-2022-card-alfred-gratien.jpg,https://vinepair.com/review/alfred-gratien-classic-rose/,,
393,"Pierre Gimonnet & Fils ""Cuvée Gastronome"" Brut 2015",93,Sparkling White,Chardonnay,2015,ChampagneFrance,12%,$67.00,Tim McKirdy,2020-12-09,"Pizza Night,Pleasing A Crowd,Popping Bottles",Sparkling Wine,"An expressive and youthful Champagne delivering an impressive concentration of flavors. Comprised from mostly grand cru vineyards in the Côte des Blancs, although about 20 percent comes from premier cru vineyards, which add vivacity and freshness. The assembly is balanced with energetic fruit flavors and intriguing acidity and minerality. Perfect as an aperitif.",https://vinepair.com/wp-content/uploads/2020/12/btb_champagne_card_pierregimonnet.jpg,https://vinepair.com/review/pierre-gimonnet-fils-cuvee-gastronome-brut/,,
394,Robert Biale Vineyards Black Chicken Zinfandel 2018,"93
2020 Top 50",Red,,2018,Napa ValleyNapa County North Coast California USA,14.8%,$48.00,Keith Beavers,,"Backyard BBQs,Steak Dinner,Treat Yo'self","Malbec, Syrah / Shiraz , Zinfandel","This is a great example of how American Zinfandel can shine on the fuller side. It has a nice depth with good acidity, keeping the wine balanced. It smells like ripe blackberries and subtle oak. It’s a great wine for grilling up lean meat, like a lamb burger topped with a slice of mozzarella cheese.",https://vinepair.com/wp-content/uploads/2020/10/winereview_card_biale.jpg,https://vinepair.com/review/robert-biale-vineyards-black-chicken-zinfandel/,Zinfandel,2020-12-10
395,Bodegas Naia-Vina Sila 'Naia' 2020,"90
2021 Top 50",White,,2020,RuedaCastilla y León Spain,12.5%,$15.00,Keith Beavers,,"All-Day Sipping,Pleasing A Crowd,Taco Tuesday","Pinot Gris / Grigio, Sauvignon Blanc , Verdejo","This is a good, easy drinking wine. It smells like pears and serrano peppers with excellent and active acidity. This is solid go-to wine for any occasion and would shine with sushi.",https://vinepair.com/wp-content/uploads/2021/11/50-best-wines-2021_card_wine-19.jpg,https://vinepair.com/review/bodegas-naia-vina-sila-naia-2/,Verdejo,2021-11-17
396,The Vice 'The Tri Blend' 2019,89,Red,"Cabernet Franc, Blaufränkisch, Malbec",2019,Napa ValleyNapa County North Coast California USA,14.2%,$33.00,Keith Beavers,2022-04-07,"Dinner With The Parents,Host/Hostess Gifting,Steak Dinner","Cabernet Sauvignon, Malbec , Merlot",The alcohol on this wine comes at you first so it's a little hot. But underneath are good balanced fruit aromas with some oaky vanilla. On the palate the core of the wine is tight and balanced with the fruit softening. The tannins are there but off in the distance doing work to keep the frame of the wine in tact.,https://vinepair.com/wp-content/uploads/2022/04/btb-red-blends-card-the-vice.jpg,https://vinepair.com/review/the-vice-the-tri-blend/,,
